gene	total_expr_left (6OHDA+NDST3)	total_expr_right (6-OHDA)	expr_difference
Mphosph9	101	135	-34
Mvp	34	68	-34
Nae1	84	118	-34
Ndst3	169	203	-34
Nexn	100	134	-34
Nfatc3	38	72	-34
Nup107	115	149	-34
Osbp2	37	71	-34
Pcdhb18	160	194	-34
Pde3a	84	118	-34
Pknox1	60	94	-34
Plppr3	115	149	-34
Ppp4r1	104	138	-34
Primpol	47	81	-34
Ptprc	40	74	-34
Pyroxd2	55	89	-34
Qrsl1	171	205	-34
Rab29	79	113	-34
Rce1	125	159	-34
Retreg1	163	197	-34
Rpp25	175	209	-34
Rrp7a	497	531	-34
S100a11	49	83	-34
S100a4	21	55	-34
Samd1	93	127	-34
Spag5	78	112	-34
Stk38l	299	333	-34
Sumo1	265	299	-34
Supt7l	119	153	-34
Taf13	315	349	-34
Thbs2	36	70	-34
Tmem158	88	122	-34
Tmem19	162	196	-34
Tmem63c	28	62	-34
Usp12	59	93	-34
Xylb	156	190	-34
Zbtb46	167	201	-34
Zbtb7c	66	100	-34
Zfp248	104	138	-34
Zfp574	110	144	-34
Zfp654	30	64	-34
Zfp78	48	82	-34
Accs	146	181	-35
Adamts2	179	214	-35
Ammecr1	65	100	-35
Arhgap29	76	111	-35
Capsl	22	57	-35
Cblb	23	58	-35
Cd300c2	21	56	-35
Chml	160	195	-35
Clec2d	129	164	-35
Cmas	198	233	-35
Cmbl	69	104	-35
Dcbld1	66	101	-35
Dclre1b	46	81	-35
Ddx20	144	179	-35
Dph3	154	189	-35
Elp6	47	82	-35
Exosc3	77	112	-35
Fbxo21	69	104	-35
Fbxo38	118	153	-35
Fibin	49	84	-35
Fiz1	176	211	-35
Frem2	35	70	-35
Gabrb2	83	118	-35
Galnt15	24	59	-35
Gm7072	107	142	-35
Gmpr2	112	147	-35
Gpr89	84	119	-35
Itpkc	80	115	-35
Kcns2	32	67	-35
Kremen1	35	70	-35
Lactb	107	142	-35
Lama2	65	100	-35
Leo1	30	65	-35
Lsm11	187	222	-35
Map2k5	46	81	-35
Mid2	238	273	-35
Mpzl1	116	151	-35
Nckap5l	182	217	-35
Nhlrc3	17	52	-35
Nod1	49	84	-35
Nol8	93	128	-35
Npr3	31	66	-35
Nudt7	86	121	-35
Obscn	10	45	-35
Oplah	95	130	-35
Pemt	68	103	-35
Pid1	185	220	-35
Polr2j	82	117	-35
Ppp2r3d	177	212	-35
Pprc1	116	151	-35
Rnf152	244	279	-35
Rrp15	250	285	-35
Slco4c1	51	86	-35
Smc2	57	92	-35
Stat2	58	93	-35
Tada2b	146	181	-35
Tap1	34	69	-35
Tbc1d32	92	127	-35
Tjap1	248	283	-35
Tmem18	73	108	-35
Tomm40	126	161	-35
Trim45	193	228	-35
Tti1	55	90	-35
Tusc1	62	97	-35
Ubtd2	88	123	-35
Uevld	33	68	-35
Zc3h12b	117	152	-35
Zdhhc2	248	283	-35
Zfp14	94	129	-35
Zfp518a	35	70	-35
Zfp583	85	120	-35
Zfp764	66	101	-35
1700123O20Rik	62	98	-36
2210408I21Rik	233	269	-36
8030462N17Rik	93	129	-36
Aasdhppt	54	90	-36
Adamts1	53	89	-36
Ak3	123	159	-36
Akr1b10	85	121	-36
Ano5	67	103	-36
Arhgap10	29	65	-36
Cab39l	131	167	-36
Cfap46	225	261	-36
Cidea	26	62	-36
Cln3	62	98	-36
Cntf	30	66	-36
Creb3l1	116	152	-36
Cycs	88	124	-36
Dbx2	147	183	-36
Dgat1	86	122	-36
Dpagt1	136	172	-36
Dph2	61	97	-36
Edem3	45	81	-36
Egln3	52	88	-36
Erlin1	20	56	-36
Fam151b	98	134	-36
Fancl	40	76	-36
Galnt6	155	191	-36
Gatb	105	141	-36
Gbe1	135	171	-36
Gosr1	50	86	-36
Hmgxb3	56	92	-36
Hps6	62	98	-36
Jazf1	87	123	-36
Manbal	97	133	-36
Manea	58	94	-36
Natd1	67	103	-36
Ndst2	148	184	-36
Nudt6	79	115	-36
Oaf	24	60	-36
Pafah2	53	89	-36
Parp11	253	289	-36
Parp16	89	125	-36
Parp3	56	92	-36
Patl1	65	101	-36
Pcdhb9	61	97	-36
Pnpo	409	445	-36
Prpsap2	104	140	-36
Ptges	81	117	-36
Ptgr1	31	67	-36
Relt	104	140	-36
Rgs9	153	189	-36
Rnf144b	82	118	-36
Rnf182	37	73	-36
Sclt1	144	180	-36
Shroom4	35	71	-36
Slc35g2	77	113	-36
Slc39a3	48	84	-36
Smco4	52	88	-36
Smim17	118	154	-36
Sumo3	203	239	-36
Tbxas1	38	74	-36
Tfap4	52	88	-36
Tfdp2	76	112	-36
Tmem140	28	64	-36
Tor1a	105	141	-36
Traip	47	83	-36
Vps13c	94	130	-36
Washc3	134	170	-36
Wdr76	116	152	-36
Wdr83os	203	239	-36
Wee1	53	89	-36
Wnt3	123	159	-36
Zfp605	106	142	-36
Zfp790	73	109	-36
4833439L19Rik	156	193	-37
Abca2	310	347	-37
Adamts3	66	103	-37
Adipor2	110	147	-37
Anapc7	131	168	-37
Armh4	50	87	-37
Bean1	227	264	-37
C030006K11Rik	185	222	-37
C9orf72	40	77	-37
Cacna1b	87	124	-37
Cadps2	40	77	-37
Cavin2	114	151	-37
Ccl5	35	72	-37
Cda	93	130	-37
Celf6	175	212	-37
Cfh	50	87	-37
Cwf19l1	133	170	-37
Cyp4v3	66	103	-37
Dnaic1	113	150	-37
Dnajb9	302	339	-37
E430018J23Rik	71	108	-37
Egfr	62	99	-37
Fam117a	77	114	-37
Hecw1	223	260	-37
Hes5	97	134	-37
Hmox1	160	197	-37
Ism1	26	63	-37
Itga10	36	73	-37
Lmo1	94	131	-37
Mcoln1	255	292	-37
Megf6	63	100	-37
Msto1	178	215	-37
Ola1	80	117	-37
Pcdha8	58	95	-37
Pex26	144	181	-37
Rad54l2	143	180	-37
Rbx1	172	209	-37
Ripply2	56	93	-37
Serpinb6a	80	117	-37
Shq1	93	130	-37
Sin3a	97	134	-37
Slc25a15	74	111	-37
Supv3l1	123	160	-37
Syt1	129	166	-37
Tax1bp3	94	131	-37
Tkfc	32	69	-37
Tspan12	73	110	-37
Uso1	62	99	-37
Usp7	82	119	-37
Vdac3	629	666	-37
Zfp386	77	114	-37
Zfp606	48	85	-37
Zfp780b	89	126	-37
2410131K14Rik	202	240	-38
5730480H06Rik	46	84	-38
Actl6a	37	75	-38
Adam12	62	100	-38
Akap17b	163	201	-38
Alkbh5	127	165	-38
Apba3	56	94	-38
Ascc2	90	128	-38
Ascc3	109	147	-38
Bcdin3d	107	145	-38
Bmp3	30	68	-38
Capn3	33	71	-38
Cc2d2a	144	182	-38
Ccdc155	32	70	-38
Cep41	76	114	-38
Commd2	47	85	-38
Crlf3	168	206	-38
Epb41l5	76	114	-38
Esco1	127	165	-38
Etnk2	93	131	-38
Etv3	75	113	-38
Fbxo32	81	119	-38
Fchsd1	118	156	-38
Fgfbp3	52	90	-38
Gbp5	24	62	-38
Gnl3	122	160	-38
Gstm4	106	144	-38
Hyal2	180	218	-38
Irs1	61	99	-38
Itga1	60	98	-38
Kcnip1	235	273	-38
Kdm5b	96	134	-38
Lrrfip2	86	124	-38
Lrriq1	63	101	-38
Map3k9	161	199	-38
Mcm9	84	122	-38
Mettl22	103	141	-38
Mmd2	55	93	-38
Mob1a	79	117	-38
Mrm1	94	132	-38
Mxd4	75	113	-38
Myo1d	130	168	-38
Nadsyn1	100	138	-38
Palmd	83	121	-38
Pcdhac1	95	133	-38
Pfdn4	70	108	-38
Phactr4	117	155	-38
Piezo1	116	154	-38
Pmm2	65	103	-38
Pold1	61	99	-38
Prkn	42	80	-38
Prpf40a	82	120	-38
Pyroxd1	149	187	-38
Rfwd3	178	216	-38
Rita1	147	185	-38
Ror1	52	90	-38
Rpia	92	130	-38
Siae	84	122	-38
Slc25a51	313	351	-38
Slc27a3	38	76	-38
Slc35f4	126	164	-38
Slco5a1	27	65	-38
Snu13	153	191	-38
Sppl2a	113	151	-38
Spred1	60	98	-38
Tbc1d12	258	296	-38
Tdrd7	191	229	-38
Tha1	183	221	-38
Thoc6	59	97	-38
Thyn1	126	164	-38
Tmem86b	69	107	-38
Tpcn2	121	159	-38
Trpc7	103	141	-38
Txnl4b	100	138	-38
Vac14	80	118	-38
Vstm4	101	139	-38
Wdcp	150	188	-38
Zbtb38	73	111	-38
Zranb3	55	93	-38
Zscan18	144	182	-38
4933407L21Rik	80	119	-39
Abraxas1	65	104	-39
Actr2	111	150	-39
Adcy4	56	95	-39
Agbl4	122	161	-39
Alg8	62	101	-39
Arhgef1	171	210	-39
Atp7a	72	111	-39
Camkmt	36	75	-39
Cdr2	351	390	-39
Cry1	74	113	-39
Dach1	375	414	-39
Ddah2	67	106	-39
Dock1	79	118	-39
Gal3st1	92	131	-39
Gm973	109	148	-39
Hist1h4i	26	65	-39
Igbp1	164	203	-39
Insig1	460	499	-39
Itga6	93	132	-39
Itga7	31	70	-39
Limk1	1030	1069	-39
Lipt2	57	96	-39
Lrrc40	66	105	-39
Lrrtm3	92	131	-39
Lyrm7	49	88	-39
Lyrm9	66	105	-39
Mga	124	163	-39
Mri1	102	141	-39
Mro	91	130	-39
Ngdn	73	112	-39
Nr6a1	115	154	-39
Nsun3	48	87	-39
Nupl2	53	92	-39
Pcdhb12	70	109	-39
Pcdhb4	18	57	-39
Pcdhga1	33	72	-39
Pds5a	68	107	-39
Phlda1	73	112	-39
Plekhf2	89	128	-39
Pop1	93	132	-39
Psmc3ip	69	108	-39
Ptprb	94	133	-39
Pvr	23	62	-39
Rab35	117	156	-39
Rassf8	190	229	-39
Rbm15	68	107	-39
Rccd1	65	104	-39
Rnf128	75	114	-39
Rrs1	280	319	-39
Sema4c	51	90	-39
Shpk	57	96	-39
Spa17	69	108	-39
Tbc1d17	248	287	-39
Tmed1	119	158	-39
Tmem33	107	146	-39
Tnnt2	78	117	-39
Trim26	105	144	-39
Tyw3	174	213	-39
Usp39	74	113	-39
Vcpkmt	48	87	-39
Vtn	128	167	-39
Wfdc1	130	169	-39
Zbtb17	66	105	-39
Zc2hc1a	99	138	-39
Zfp128	92	131	-39
Zfp426	136	175	-39
Zfp516	95	134	-39
Zfp689	150	189	-39
1700109H08Rik	67	107	-40
Acbd5	113	153	-40
Adam19	69	109	-40
Akap13	54	94	-40
Ankrd16	238	278	-40
B4galt2	109	149	-40
Bbs7	65	105	-40
Bud23	121	161	-40
C3ar1	26	66	-40
Carf	82	122	-40
Ccdc90b	114	154	-40
Cdk19	110	150	-40
Cnih4	57	97	-40
Cog3	63	103	-40
Cyp2j9	251	291	-40
Dact1	151	191	-40
Dnph1	68	108	-40
Eif2ak3	195	235	-40
Eif2b3	50	90	-40
Eif4a3	224	264	-40
Faap100	85	125	-40
Fbxo46	34	74	-40
Fbxw17	47	87	-40
Fcgr3	32	72	-40
Flcn	71	111	-40
Glrx	191	231	-40
Gm7694	64	104	-40
Gmeb2	112	152	-40
Gne	74	114	-40
Gpat2	39	79	-40
Gpx7	21	61	-40
Harbi1	70	110	-40
Hgh1	115	155	-40
Hook1	60	100	-40
Kcnn3	199	239	-40
Khdrbs2	233	273	-40
Luzp1	156	196	-40
Map3k1	220	260	-40
Nop9	38	78	-40
Nsun4	126	166	-40
Olfm2	139	179	-40
Paf1	127	167	-40
Pcdhb15	61	101	-40
Pcyt1a	85	125	-40
Phactr1	62	102	-40
Phactr2	224	264	-40
Pin1	144	184	-40
Plekhd1	123	163	-40
Plgrkt	107	147	-40
Pogk	172	212	-40
Ppp1r16b	90	130	-40
Ppp1r26	156	196	-40
Prss35	43	83	-40
Ptpru	1040	1080	-40
Rbm7	115	155	-40
Ripor2	68	108	-40
Rmdn1	199	239	-40
Rnf219	75	115	-40
Sec22b	76	116	-40
Siah1a	84	124	-40
Siglech	76	116	-40
Slc11a2	171	211	-40
Slc2a8	217	257	-40
Slc37a1	61	101	-40
Slc8a2	23	63	-40
Smim27	33	73	-40
Spns2	61	101	-40
Tac2	81	121	-40
Tma16	223	263	-40
Trabd2b	12	52	-40
Trim62	218	258	-40
Uxt	119	159	-40
Wfs1	61	101	-40
Zbtb44	69	109	-40
Zfhx4	413	453	-40
Zfp39	101	141	-40
Zfp672	100	140	-40
Zfpl1	98	138	-40
3110009E18Rik	86	127	-41
Adam9	38	79	-41
Ascc1	113	154	-41
Bcl9	437	478	-41
Bnip3	99	140	-41
Camsap1	64	105	-41
Ccdc47	258	299	-41
Cd33	23	64	-41
Cdkl5	46	87	-41
Cfap74	67	108	-41
Chrm2	202	243	-41
Cmtm7	63	104	-41
Ctnnd1	177	218	-41
Dennd5b	157	198	-41
Elavl1	70	111	-41
Emx1	3	44	-41
Exoc6b	125	166	-41
Fam199x	89	130	-41
Fam43a	126	167	-41
Flywch2	165	206	-41
Foxo4	33	74	-41
Galnt7	190	231	-41
Gnpda2	60	101	-41
Haus6	42	83	-41
Hist2h2ab	62	103	-41
Id1	96	137	-41
Jmjd8	73	114	-41
Lzts3	36	77	-41
Map3k20	211	252	-41
Mcph1	62	103	-41
Metap1d	31	72	-41
Mier2	143	184	-41
Mplkip	86	127	-41
Mtpap	65	106	-41
Myrf	341	382	-41
Neu4	115	156	-41
Nt5dc3	91	132	-41
Ntn4	202	243	-41
Olfm4	25	66	-41
Onecut1	33	74	-41
Pggt1b	180	221	-41
Plxna2	86	127	-41
Racgap1	89	130	-41
Rassf3	109	150	-41
Sgsh	146	187	-41
Slc39a11	61	102	-41
Slco1c1	82	123	-41
Slx4ip	153	194	-41
Srfbp1	41	82	-41
Sytl5	167	208	-41
Tlcd1	182	223	-41
Tm6sf2	63	104	-41
Tmem208	96	137	-41
Tnfsf12	184	225	-41
Trnau1ap	94	135	-41
Tspo	50	91	-41
Ttc21b	57	98	-41
Ttf2	45	86	-41
Tvp23a	52	93	-41
Ulk4	42	83	-41
Wnt5b	77	118	-41
Xkr6	79	120	-41
Ythdf2	44	85	-41
Zfp109	186	227	-41
Zfp120	80	121	-41
Zfp81	39	80	-41
Zfp865	141	182	-41
Abcb1a	82	124	-42
Abhd14b	98	140	-42
Abhd17b	101	143	-42
Acd	72	114	-42
Acvr2a	83	125	-42
Aldh18a1	147	189	-42
Ammecr1l	110	152	-42
Arhgap44	271	313	-42
Bbc3	37	79	-42
Card19	179	221	-42
Cd302	85	127	-42
Cdon	38	80	-42
Cemip	22	64	-42
Cep135	66	108	-42
Cnn2	125	167	-42
Col1a2	56	98	-42
Col3a1	80	122	-42
Colgalt2	89	131	-42
Crip1	59	101	-42
Csmd1	43	85	-42
D7Ertd443e	51	93	-42
Dclre1c	61	103	-42
Dennd4b	86	128	-42
Dhx34	49	91	-42
Edn1	36	78	-42
Eed	49	91	-42
Efhd1	121	163	-42
Fbxw4	97	139	-42
Galk1	85	127	-42
Gca	88	130	-42
Hbegf	278	320	-42
Kcnmb4	44	86	-42
Klhl32	209	251	-42
Lias	218	260	-42
Lipe	103	145	-42
Lrch2	77	119	-42
Lyplal1	122	164	-42
Mamdc2	24	66	-42
Mrm2	151	193	-42
Nckap5	52	94	-42
Nom1	111	153	-42
Npff	131	173	-42
Ntan1	300	342	-42
Parp12	64	106	-42
Phka1	119	161	-42
Pln	35	77	-42
Plpp2	202	244	-42
Ppic	45	87	-42
Rbm6	130	172	-42
Rela	291	333	-42
Repin1	111	153	-42
Rtp4	70	112	-42
Slc16a6	95	137	-42
Slc30a7	68	110	-42
Smc4	22	64	-42
Svil	49	91	-42
Tbc1d4	221	263	-42
Tmem104	67	109	-42
Tmem159	27	69	-42
Trmu	97	139	-42
Utp6	73	115	-42
Zbtb49	200	242	-42
Zfp189	31	73	-42
Zfp382	97	139	-42
Zmym1	207	249	-42
Abca8b	109	152	-43
Adamtsl4	112	155	-43
Atxn7	317	360	-43
C1galt1	136	179	-43
Cbr4	57	100	-43
Ccdc134	81	124	-43
Ccl6	32	75	-43
Cd74	31	74	-43
Chka	220	263	-43
Chmp2b	109	152	-43
Csf1r	86	129	-43
D630023F18Rik	83	126	-43
Ddit4l	29	72	-43
Dip2c	94	137	-43
Dvl1	154	197	-43
Glt8d2	44	87	-43
Hist1h1a	103	146	-43
Hmgb3	517	560	-43
Ikbip	69	112	-43
Inpp5j	41	84	-43
Ipp	66	109	-43
Islr	16	59	-43
Jak3	141	184	-43
Lrfn3	39	82	-43
Mgst1	119	162	-43
Mob3c	66	109	-43
Msl2	101	144	-43
Myoc	129	172	-43
Nf1	135	178	-43
Nubp1	96	139	-43
Olfr46	8	51	-43
Pacsin2	143	186	-43
Pcgf5	252	295	-43
Pdk3	89	132	-43
Pdpn	13	56	-43
Pigx	68	111	-43
Pkdcc	66	109	-43
Pla2g6	151	194	-43
Plpp7	62	105	-43
Ppwd1	27	70	-43
Rap2b	114	157	-43
Rgs16	341	384	-43
Rgs3	385	428	-43
Rrm1	65	108	-43
Rsbn1	107	150	-43
Schip1	180	223	-43
Scn4b	136	179	-43
Sh2d5	94	137	-43
Sh3d19	188	231	-43
Slc25a53	46	89	-43
Slc31a1	96	139	-43
Slc44a2	71	114	-43
Smyd3	131	174	-43
Snx30	86	129	-43
Sox17	81	124	-43
Tiprl	85	128	-43
Tmem150a	42	85	-43
Tmem216	78	121	-43
Tmem41b	118	161	-43
Tmem63b	94	137	-43
Trmt2a	113	156	-43
Vangl1	86	129	-43
Yipf6	156	199	-43
Zfp438	135	178	-43
Zfp710	85	128	-43
1700037H04Rik	185	229	-44
A030005L19Rik	104	148	-44
Acta1	76	120	-44
Alg12	109	153	-44
Bcl3	38	82	-44
Bend3	106	150	-44
Cd52	42	86	-44
Cds1	182	226	-44
Chst14	43	87	-44
Cog1	186	230	-44
Col11a1	273	317	-44
Col22a1	31	75	-44
Crtap	100	144	-44
Ctbp2	153	197	-44
Dars2	83	127	-44
Dnajc16	77	121	-44
E130311K13Rik	88	132	-44
Fam228a	55	99	-44
Fbln2	51	95	-44
Fcf1	68	112	-44
Fzd2	131	175	-44
Fzr1	78	122	-44
Gbp2	47	91	-44
Glis2	112	156	-44
Gm5617	52	96	-44
Gramd3	115	159	-44
Hs3st5	100	144	-44
Igf1r	103	147	-44
Il21r	38	82	-44
Impdh1	80	124	-44
Insr	169	213	-44
Itga4	27	71	-44
Jak2	159	203	-44
Lhx5	249	293	-44
Lsr	100	144	-44
Mbd1	216	260	-44
Mbtps2	71	115	-44
Mxra7	196	240	-44
P2ry13	43	87	-44
Pak7	64	108	-44
Pcdh17	280	324	-44
Pde8a	486	530	-44
Pelo	109	153	-44
Phf7	40	84	-44
Pqlc2	342	386	-44
Prmt9	128	172	-44
Pskh1	115	159	-44
Rasgef1b	83	127	-44
Rbm4	117	161	-44
Rbsn	105	149	-44
Rcan1	101	145	-44
Rilpl2	48	92	-44
Rprm	81	125	-44
Rsph10b	153	197	-44
Sox2	102	146	-44
Spry1	67	111	-44
Srd5a1	197	241	-44
St8sia4	278	322	-44
Stard13	41	85	-44
Sult2b1	72	116	-44
Thnsl2	47	91	-44
Triqk	63	107	-44
Ttll12	88	132	-44
Ufsp2	152	196	-44
Usp37	101	145	-44
Wdr11	99	143	-44
Wdr46	58	102	-44
Zscan20	67	111	-44
1600014C10Rik	69	114	-45
Aifm2	203	248	-45
Ano3	29	74	-45
Aspdh	87	132	-45
C1galt1c1	165	210	-45
Cacna1h	49	94	-45
Cc2d1b	92	137	-45
Cyth4	39	84	-45
Dab2	61	106	-45
Dlk2	82	127	-45
E2f5	92	137	-45
Eef2kmt	56	101	-45
Ethe1	122	167	-45
Exosc9	42	87	-45
Fam43b	105	150	-45
Fancm	104	149	-45
Fbh1	182	227	-45
Gbp3	44	89	-45
Gtpbp6	83	128	-45
Hnrnpf	229	274	-45
Iqgap2	27	72	-45
Kcnh3	56	101	-45
Lhfpl4	131	176	-45
Mllt3	116	161	-45
Noc3l	86	131	-45
Nqo1	90	135	-45
Olig2	450	495	-45
Pdgfrb	60	105	-45
Pex5	82	127	-45
Pgm5	28	73	-45
Pidd1	60	105	-45
Plekho1	31	76	-45
Ptpn18	29	74	-45
Rfc2	271	316	-45
Rfx5	87	132	-45
Rnf150	71	116	-45
Rnf25	238	283	-45
Rnf31	129	174	-45
Rpgrip1l	67	112	-45
Sec24c	98	143	-45
Setdb2	38	83	-45
Shc3	85	130	-45
Smcr8	118	163	-45
Smim8	89	134	-45
Spindoc	90	135	-45
Surf6	132	177	-45
Thrb	176	221	-45
Tspan4	128	173	-45
Ttn	70	115	-45
Vat1l	965	1010	-45
Wdr78	383	428	-45
Wdr89	66	111	-45
Ypel5	101	146	-45
Acrbp	234	280	-46
Ankdd1a	65	111	-46
Ap5z1	109	155	-46
Bmp6	89	135	-46
Brinp3	146	192	-46
Cacna1i	163	209	-46
Ccdc189	58	104	-46
Ccdc65	85	131	-46
Ccdc85c	93	139	-46
Clip2	93	139	-46
Creld2	101	147	-46
Dusp1	291	337	-46
E130309D02Rik	252	298	-46
Elk3	28	74	-46
Fblim1	11	57	-46
Fbxo4	245	291	-46
Foxk1	163	209	-46
Gab1	130	176	-46
Gna15	57	103	-46
Grwd1	97	143	-46
Il18bp	190	236	-46
Ipo7	84	130	-46
Lpcat1	104	150	-46
11-Mar	250	296	-46
Mettl7a1	217	263	-46
Mfsd4a	73	119	-46
Mkx	117	163	-46
Myh9	87	133	-46
Nradd	60	106	-46
Nsa2	143	189	-46
Ogt	131	177	-46
Ostf1	65	111	-46
P2rx7	94	140	-46
Phc1	98	144	-46
Plpp5	63	109	-46
Plxdc1	209	255	-46
Polm	114	160	-46
Renbp	60	106	-46
Rfc3	133	179	-46
Rhbdl3	266	312	-46
Sfmbt2	82	128	-46
Shoc2	107	153	-46
Smc3	71	117	-46
Tgfbr2	40	86	-46
Tigd3	65	111	-46
Tmem86a	58	104	-46
Uqcc1	123	169	-46
Washc1	169	215	-46
Wdr3	115	161	-46
Zfp446	156	202	-46
Zswim6	91	137	-46
1110032F04Rik	82	129	-47
2310033P09Rik	132	179	-47
3110040N11Rik	98	145	-47
4930544D05Rik	39	86	-47
Aif1l	112	159	-47
Ankrd40	91	138	-47
Arap1	40	87	-47
Atic	87	134	-47
Casd1	145	192	-47
Cbll1	72	119	-47
Ccdc166	68	115	-47
Cited1	185	232	-47
Ckap4	79	126	-47
Dbt	47	94	-47
Dcun1d3	52	99	-47
Dhrs13	525	572	-47
Dop1a	120	167	-47
Dut	77	124	-47
Dvl2	83	130	-47
Etv4	205	252	-47
Fancf	177	224	-47
Fign	103	150	-47
Fkbp9	53	100	-47
Furin	59	106	-47
Ghr	97	144	-47
Gm4787	149	196	-47
Gpatch2	66	113	-47
Gpr153	116	163	-47
Gsdmd	40	87	-47
Kdelr1	54	101	-47
Lamb2	116	163	-47
Maged2	229	276	-47
Mical1	99	146	-47
Nmral1	249	296	-47
Nqo2	153	200	-47
Pdia4	145	192	-47
Pms2	138	185	-47
Ppcs	105	152	-47
Ppp1r12c	283	330	-47
Ptgs2	15	62	-47
Ralgps2	108	155	-47
Riox2	187	234	-47
Shd	338	385	-47
Srrm1	241	288	-47
Syne1	48	95	-47
Synpo2	423	470	-47
Tctn1	190	237	-47
Tmem151a	417	464	-47
Tmem231	54	101	-47
Tonsl	150	197	-47
Tor3a	34	81	-47
Ube2ql1	78	125	-47
Usp16	71	118	-47
Vkorc1l1	153	200	-47
Wac	139	186	-47
Zfp207	157	204	-47
Zfp287	111	158	-47
Zfp319	80	127	-47
Zfp354a	55	102	-47
Zfp445	40	87	-47
Abcd2	97	145	-48
Aldob	125	173	-48
Angpt1	84	132	-48
Ankrd49	65	113	-48
Bbs9	114	162	-48
Ccser1	128	176	-48
Cct4	68	116	-48
Coch	56	104	-48
Col6a2	226	274	-48
Cop1	204	252	-48
Csrnp1	70	118	-48
Dcaf5	80	128	-48
Dennd1a	68	116	-48
Det1	85	133	-48
Dnajc24	93	141	-48
Ednra	53	101	-48
Fbxw5	84	132	-48
Fxyd7	55	103	-48
Fzd9	130	178	-48
G2e3	94	142	-48
G3bp1	167	215	-48
Gla	103	151	-48
Glo1	86	134	-48
Gnpnat1	200	248	-48
Gpr26	126	174	-48
Hdhd2	248	296	-48
Ints2	66	114	-48
Iqcb1	83	131	-48
Irgm1	40	88	-48
Ivd	88	136	-48
Klhl28	92	140	-48
Lypd6	77	125	-48
Map2k7	209	257	-48
Mcm2	19	67	-48
Med21	119	167	-48
Msantd1	81	129	-48
Mycn	65	113	-48
Nip7	97	145	-48
Npm3	216	264	-48
Ofd1	79	127	-48
Ogfod2	113	161	-48
Pde7a	82	130	-48
Pgm2	105	153	-48
Pik3r3	136	184	-48
Plk3	339	387	-48
Pomgnt2	239	287	-48
Ptrhd1	70	118	-48
Pus7l	40	88	-48
Ranbp6	116	164	-48
Rcvrn	33	81	-48
Ruvbl2	60	108	-48
Sh3yl1	69	117	-48
Slc16a2	40	88	-48
Slc35a2	252	300	-48
Slc35f2	85	133	-48
Thap4	399	447	-48
Tmem53	132	180	-48
Tmem70	45	93	-48
Tsacc	45	93	-48
Xkr7	85	133	-48
Zfp511	131	179	-48
Zmat1	142	190	-48
Zmym5	135	183	-48
2700097O09Rik	111	160	-49
Acsl4	136	185	-49
Als2	36	85	-49
Anks6	49	98	-49
BC035947	125	174	-49
Bfsp2	108	157	-49
Ccdc126	109	158	-49
Ccdc80	59	108	-49
Col16a1	222	271	-49
Cox10	126	175	-49
Cx3cr1	53	102	-49
Dync2h1	357	406	-49
Elf2	142	191	-49
Ero1l	245	294	-49
Fam168a	154	203	-49
Fbxo41	34	83	-49
Fcsk	110	159	-49
Gabpb1	151	200	-49
Gcnt2	93	142	-49
Gpr45	91	140	-49
Gtf2b	355	404	-49
Ifrd2	66	115	-49
Kbtbd4	68	117	-49
Kin	204	253	-49
Malt1	125	174	-49
Mcrip2	176	225	-49
Mgat4a	160	209	-49
Ocel1	139	188	-49
Oma1	60	109	-49
Phtf2	220	269	-49
Pmf1	110	159	-49
Pnpla2	80	129	-49
Ppdpf	168	217	-49
Ppp1r3e	109	158	-49
Prdm15	164	213	-49
Prkx	48	97	-49
Rhoc	63	112	-49
Rhoj	63	112	-49
Sema3c	85	134	-49
Sh3pxd2b	169	218	-49
Shroom2	86	135	-49
Slc35f5	101	150	-49
Spag8	78	127	-49
Taf1	291	340	-49
Tfe3	124	173	-49
Tia1	116	165	-49
Tjp2	330	379	-49
Tm4sf1	95	144	-49
Tmem205	38	87	-49
Tpra1	114	163	-49
Ube3b	176	225	-49
Vipr1	18	67	-49
Wipf1	91	140	-49
Xrcc4	93	142	-49
Xxylt1	115	164	-49
Zdhhc21	108	157	-49
Zfp385a	259	308	-49
Zup1	118	167	-49
4930503L19Rik	81	131	-50
Acp1	136	186	-50
Apeh	233	283	-50
Arid5a	105	155	-50
Arrb2	94	144	-50
Atp23	142	192	-50
Atrip	266	316	-50
Cd83	205	255	-50
Cep112	174	224	-50
Cmc4	234	284	-50
Coa3	60	110	-50
Ctla2a	71	121	-50
Cul5	183	233	-50
Dhx32	127	177	-50
Dnaaf5	119	169	-50
Drd4	17	67	-50
Eid3	113	163	-50
Fbxo17	50	100	-50
Fkbp10	48	98	-50
Ggt5	137	187	-50
Glce	97	147	-50
Gldc	16	66	-50
Gm42517	66	116	-50
Gtf2h1	76	126	-50
Heatr3	49	99	-50
Htr3a	66	116	-50
Icosl	68	118	-50
Ina	185	235	-50
Ints8	87	137	-50
Kcns1	24	74	-50
Lekr1	94	144	-50
Nkiras2	127	177	-50
Pex16	116	166	-50
Phospho1	79	129	-50
Ppp1r18	50	100	-50
Rab33b	171	221	-50
Rcor2	24	74	-50
Rpa1	107	157	-50
Sdad1	194	244	-50
Sec61a1	92	142	-50
Sec61b	86	136	-50
Setdb1	101	151	-50
Slc39a14	190	240	-50
Sp7	145	195	-50
Spred3	215	265	-50
Stk10	66	116	-50
